feature_1,feature_2,class
-0.024387859755640062,1.0141428211369776,0
-0.6977171301326025,0.5575280607696291,0
-1.3034809104967549,0.6925005572871373,0
1.7055319934012292,0.11298410482751439,1
2.3204754470209,0.0549200165899843,1
-0.5869149534151096,1.043604519336789,0
1.061636668900272,0.33801870555025304,0
0.0578765648871572,-0.07863476701718625,1
-0.1650915260524287,0.8378151402586982,0
0.6527445240861507,-0.5795559285585948,1
-1.2530645967901273,0.49831764921986865,0
0.5020554326828661,0.44096545411888044,0
-0.6578244157902493,0.9287665577787678,0
0.08193012245693881,0.6296183893348467,0
0.7033703237915208,0.18540524766301336,0
1.2353645992482183,-0.22863064533260719,1
1.4894791094899462,-0.1633926177232828,1
-0.7425827469365041,0.663156406902985,0
-0.6639327038097961,0.6328242763343301,0
0.1946423933400989,-0.18659118989709872,1
0.4266856435941202,-0.15590121628790704,1
-0.3755365497532789,-0.1493691394853358,0
0.12396926000386273,1.8267423346559417,0
-0.5143224706841298,0.5251035243307787,0
0.3801176808764719,-0.1463553605405744,0
1.733813212985222,0.731648066553187,1
0.06823685664124124,0.849424996070965,0
1.477743426356895,0.2860690349865763,1
0.08258744395837259,-1.002241557214028,1
0.8565485640536533,0.7317524112377614,0
1.5544917241917222,0.3372906373151155,1
0.027372453701127487,-0.4967525244104356,1
0.8300047418378449,-0.5003096037389058,1
2.2022314897878235,-0.011437371342130796,1
-0.7371091485646193,0.2770390717827461,0
0.9791852560992127,-0.22984741300435002,0
0.40226633819020585,1.465969813549761,0
1.822380124167662,0.8172507637416402,1
-0.5243399007849987,-0.018726494144554323,0
1.358905750565301,0.7725921053118074,0
0.6913875171553099,-0.5235529833847006,1
-1.7879349086242264,0.38046115463125973,0
1.4760024147406647,0.1437410048447071,1
0.6140926729441089,1.2748999907620613,0
1.5108872559245599,-0.23238308507026,1
1.221906176724042,1.0462138768351443,0
-1.3533423486935328,0.31524194553899354,0
1.0227708015971004,-0.183517029399541,1
-0.6082435070308305,1.1801632708379843,0
1.0456721502199124,0.3849657176201332,0
0.8850828241684593,-0.44144662177895444,1
1.4063675593899991,-0.007807725427128376,1
1.477671350602861,0.0552558873279272,0
-0.3432278185672565,1.1921991665452394,0
-0.09385797177956848,0.5872336493224651,0
0.5347629848880876,-1.0295548218406163,1
0.9492369496241526,0.9592959102226448,0
-0.8093458895820173,0.6067938744180528,0
-0.24676681512103188,0.8125835407059085,0
-0.22711632842036955,-0.366281831417433,1
1.4043518867798443,-0.5333619925182912,1
0.1042489242289674,0.9022995838670883,0
2.020388595270709,-0.7314654435877876,1
0.7778949133312429,1.0807527243192396,0
0.1685341160640118,1.2742145125599447,0
1.242951015162724,-0.5579182264325961,1
1.5831449972361655,-0.10118891079566296,1
1.19867393679051,-0.7203509200463669,1
0.692386195853933,-0.13104850401386436,1
0.3149004284437383,-0.3715931552881417,1
-0.0015733905356387634,0.9365252202727521,0
-0.6039518226067536,0.8616889656149678,0
0.25831668686056536,0.9356324835449392,0
1.2386460012614486,0.4665680974141518,0
0.696812743233422,0.6110799036644852,0
-1.2497183822003732,0.5047986033698844,0
0.5346154099332759,0.717683936765825,0
0.22032340622077165,0.0005643924672422418,1
0.2344184333404739,-0.2814969100837742,1
1.5138641738975385,-0.01936446580069584,1
